Incident ID,Incident Date,Incident Month,Incident Year,State,FIPS_State,population,City Or County,Direction,Latitude,Longitude,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2201535,2021-12-31T00:00:00Z,12,2021,Maryland,24,6177224,Capitol Heights,"Capitol Heights, Maryland, USA",38.8849913,-76.9134765,Cindy Ln,0,4,0,0,0
2201716,2021-12-31T00:00:00Z,12,2021,Mississippi,28,2961279,Gulfport,"Gulfport, Mississippi, USA",30.3674198,-89.0928155,1200 block of Lewis Ave,4,3,0,0,6
2201216,2021-12-31T00:00:00Z,12,2021,California,06,39538223,Los Angeles,"Los Angeles, California, USA",34.0536909,-118.242766,10211 S. Avalon Blvd,0,6,0,0,0
2200968,2021-12-30T00:00:00Z,12,2021,Pennsylvania,42,13002700,Philadelphia,"Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262,5100 block of Germantown Ave,0,6,0,1,1
2201052,2021-12-30T00:00:00Z,12,2021,Missouri,29,6154913,Kirksville,"Kirksville, Missouri, USA",40.1948848,-92.5833939,700 block of E Dodson St,3,1,0,0,2
2198521,2021-12-27T00:00:00Z,12,2021,Colorado,08,5773714,Denver,"Denver, Colorado, USA",39.7392364,-104.984862,56 Broadway,5,2,1,0,0
2200720,2021-12-27T00:00:00Z,12,2021,Alabama,01,5024279,Mobile,"Mobile, Alabama, USA",30.6913462,-88.0437509,3606 Moffett Rd,1,3,0,0,0
2198014,2021-12-27T00:00:00Z,12,2021,Ohio,39,11799448,Youngstown,"Youngstown, Ohio, USA",41.1035786,-80.6520161,2626 Tyrell Ave,1,3,0,0,2
2197391,2021-12-26T00:00:00Z,12,2021,Texas,48,29145505,Garland,"Garland, Texas, USA",32.912624,-96.6388833,730 W Walnut St,3,1,0,0,1
2198071,2021-12-26T00:00:00Z,12,2021,New York,36,20201249,Buffalo,"Buffalo, New York, USA",42.8867166,-78.8783922,1300 block of Jefferson Ave,0,4,0,0,0
2197178,2021-12-26T00:00:00Z,12,2021,Virginia,51,8631393,Clear Brook,"Clear Brook, Virginia, USA",39.2564912,-78.096111,I-81 and Visitor Center Loop,0,4,1,0,0
2197421,2021-12-26T00:00:00Z,12,2021,Mississippi,28,2961279,Fayette,"Fayette, Mississippi, USA",31.7115169,-91.0606607,225 Community Dr,1,6,0,0,1
2197328,2021-12-26T00:00:00Z,12,2021,Pennsylvania,42,13002700,Philadelphia,"Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262,800 block of W Clearfield St,0,4,0,0,0
2196827,2021-12-25T00:00:00Z,12,2021,Louisiana,22,4657757,LaFayette,"Lafayette, Louisiana, USA",30.2262187,-92.0178202,2106 NW Evangeline Trwy,0,4,0,0,0
2196434,2021-12-24T00:00:00Z,12,2021,Georgia,13,10711908,Roswell,"Roswell, Georgia, USA",34.02332,-84.360022,401 Huntington Dr,1,3,0,0,1
2196267,2021-12-24T00:00:00Z,12,2021,Pennsylvania,42,13002700,Pittsburgh,"Pittsburgh, Pennsylvania, USA",40.4416941,-79.9900861,7300 block of Schoyer St,0,5,0,1,1
2196839,2021-12-24T00:00:00Z,12,2021,New York,36,20201249,Brooklyn,"Brooklyn, New York, USA",40.6526006,-73.9497211,1031 Nostrand Ave,0,4,0,0,0
2193049,2021-12-19T00:00:00Z,12,2021,Illinois,17,12812508,Lovejoy (Brooklyn),"Lovejoy (Brooklyn), Illinois, USA",38.654946249999995,-90.1673094,213 Madison St,1,3,0,0,0
2192046,2021-12-17T00:00:00Z,12,2021,Maryland,24,6177224,Baltimore,"Baltimore, Maryland, USA",39.2908816,-76.610759,1300 block of W North Ave,1,4,0,0,1
2191683,2021-12-17T00:00:00Z,12,2021,Virginia,51,8631393,Portsmouth,"Portsmouth, Virginia, USA",36.8320081,-76.297699,4105 Portsmouth Blvd,0,4,0,0,0
2191752,2021-12-17T00:00:00Z,12,2021,Maryland,24,6177224,Baltimore,"Baltimore, Maryland, USA",39.2908816,-76.610759,600 block of Laurens St,1,3,0,0,1
2188999,2021-12-13T00:00:00Z,12,2021,California,06,39538223,Fresno,"Fresno, California, USA",36.7394421,-119.78483,E Normal Ave and Mayfair Dr S,0,4,0,0,0
2188843,2021-12-13T00:00:00Z,12,2021,Pennsylvania,42,13002700,Philadelphia,"Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262,3400 block of Emerald St,0,4,0,0,0
2188260,2021-12-13T00:00:00Z,12,2021,North Carolina,37,10439388,Durham,"Durham, North Carolina, USA",35.996653,-78.9018053,Eugene St and Mathison St,2,4,0,0,0
2187939,2021-12-12T00:00:00Z,12,2021,Mississippi,28,2961279,Bolton,"Bolton, Mississippi, USA",32.3493122,-90.4600958,6274 W Northside Dr,0,6,0,0,0
2190367,2021-12-12T00:00:00Z,12,2021,Florida,12,21538187,Tampa,"Tampa, Florida, USA",27.9477595,-82.458444,Alaska Ave,0,5,0,0,1
2187990,2021-12-12T00:00:00Z,12,2021,Texas,48,29145505,Baytown,"Baytown, Texas, USA",29.7355047,-94.9774274,1403 N Market Loop,1,13,0,0,0
2188066,2021-12-12T00:00:00Z,12,2021,Virginia,51,8631393,Woodbridge,"Woodbridge, Virginia, USA",38.6361522,-77.26783643627006,13989 Jefferson Davis Hwy,0,4,0,0,0
2187027,2021-12-11T00:00:00Z,12,2021,Illinois,17,12812508,Rivergrove,"River Grove, Illinois, USA",41.9258642,-87.8358943,3111 River Rd,1,3,0,0,0
2186517,2021-12-10T00:00:00Z,12,2021,Michigan,26,10077331,Lansing,"Lansing, Michigan, USA",42.7338254,-84.5546295,Miller Rd and Cedar St,1,3,0,0,1
2187077,2021-12-10T00:00:00Z,12,2021,Florida,12,21538187,Orlando,"Orlando, Florida, USA",28.5421109,-81.3790304,Jefferson St and Garden Ave,0,5,0,0,0
2186696,2021-12-10T00:00:00Z,12,2021,North Carolina,37,10439388,Charlotte,"Charlotte, North Carolina, USA",35.2272086,-80.8430827,3100 block of Marney Ave,0,5,0,0,1
2186858,2021-12-09T00:00:00Z,12,2021,Maryland,24,6177224,Capitol Heights,"Capitol Heights, Maryland, USA",38.8849913,-76.9134765,6700 Walker Mill Rd,0,4,0,0,0
2186246,2021-12-09T00:00:00Z,12,2021,Wisconsin,55,5893718,Beloit,"Beloit, Wisconsin, USA",42.5083272,-89.031784,1900 block of Porter Ave,1,5,0,0,0
2183667,2021-12-06T00:00:00Z,12,2021,Pennsylvania,42,13002700,Philadelphia,"Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262,1500 block of N 29th St,0,4,0,0,0
2182789,2021-12-05T00:00:00Z,12,2021,Michigan,26,10077331,Detroit,"Detroit, Michigan, USA",42.3315509,-83.0466403,5200 block of Marlborough St,2,2,0,0,0
2183120,2021-12-05T00:00:00Z,12,2021,Texas,48,29145505,El Paso,"El Paso, Texas, USA",31.7601164,-106.4870404,2910 Tularosa Ave,1,3,0,0,1
2181840,2021-12-03T00:00:00Z,12,2021,Tennessee,47,6910840,Memphis,"Memphis, Tennessee, USA",35.1460249,-90.0517638,3885 Elvis Presley Blvd,2,2,0,0,0
2181096,2021-12-02T00:00:00Z,12,2021,North Carolina,37,10439388,Elizabeth City,"Elizabeth City, North Carolina, USA",36.3010192,-76.2203699,Perry St and Jordan St,3,3,0,0,2
2178487,2021-11-30T00:00:00Z,11,2021,Michigan,26,10077331,Oxford,"Oxford, Michigan, USA",42.8247524,-83.2646624,745 N Oxford Rd,4,7,0,0,1
2179099,2021-11-30T00:00:00Z,11,2021,Georgia,13,10711908,lessons learned,"Rex, Georgia, USA",33.5920544,-84.2699218,3600 block of Jervis Court,3,2,1,0,0
2177268,2021-11-28T00:00:00Z,11,2021,Pennsylvania,42,13002700,Philadelphia,"Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262,1300 block of S 50th St,0,4,0,0,0
2176922,2021-11-28T00:00:00Z,11,2021,Maryland,24,6177224,Baltimore,"Baltimore, Maryland, USA",39.2908816,-76.610759,1300 block of North Montford Ave,0,7,0,0,0
2177300,2021-11-28T00:00:00Z,11,2021,Illinois,17,12812508,Evanston,"Evanston, Illinois, USA",42.0470043,-87.6846053,1950 Green Bay Rd,1,4,0,0,0
2176653,2021-11-28T00:00:00Z,11,2021,Colorado,08,5773714,Aurora,"Aurora, Colorado, USA",39.7405111,-104.830994,1500 block of Dayton St,0,5,0,0,0
2177416,2021-11-28T00:00:00Z,11,2021,California,06,39538223,Lancaster,"Lancaster, California, USA",34.6981064,-118.1366153,3500 block of Garnet Ln,5,0,0,0,1
2176667,2021-11-27T00:00:00Z,11,2021,New Jersey,34,9288994,Newark,"Newark, New Jersey, USA",40.735657,-74.1723667,900 block of Bergen St,1,3,0,0,0
2176058,2021-11-26T00:00:00Z,11,2021,Tennessee,47,6910840,Nashville,"Nashville, Tennessee, USA",36.1622767,-86.7742984,2815 Torbett St,2,4,1,0,1
2175329,2021-11-25T00:00:00Z,11,2021,Texas,48,29145505,San Antonio,"San Antonio, Texas, USA",29.4246002,-98.4951405,4000 block of Sunrise Creek Dr,3,1,0,0,0
2265367,2021-11-25T00:00:00Z,11,2021,New York,36,20201249,Rochester,"Rochester, New York, USA",43.157285,-77.615214,Denver St and Grand Ave,1,3,0,0,4
2175615,2021-11-25T00:00:00Z,11,2021,South Carolina,45,5118425,Green Seasoning,"Green Sea, South Carolina, USA",34.1262801,-78.9755859,Long Branch Swamp Rd,0,4,0,0,0
2173531,2021-11-23T00:00:00Z,11,2021,Florida,12,21538187,Lehigh Acres,"Lehigh Acres, Florida, USA",26.6040585,-81.65813327163374,Cervantes St,0,4,0,0,0
2174033,2021-11-23T00:00:00Z,11,2021,Texas,48,29145505,Marshall,"Marshall, Texas, USA",32.5447756,-94.3661004,700 block of Cross St,1,3,0,0,1
2174685,2021-11-22T00:00:00Z,11,2021,North Carolina,37,10439388,Warsaw,"Warsaw, North Carolina, USA",34.9993329,-78.091101,101 Matthews St,2,2,0,0,0
